Awards.NoAds,"Your reward for your participation in the monthly leaderboard is the ""No Ads"" feature! Enjoy the game with no ads.'","'Наградата ти за участието в месечната класация е  ""Без Реклами"" Наслаждавай се на играта без реклами!'","'Твой приз за участие в ежемесячном рейтинге это ""Игра без рекламах""! Наслаждайся !'","Votre récompense pour votre participation au classement mensuel est la fonctionnalité ""Aucune annonce"". Profitez du jeu sans publicité.",Goditi il tuo regalo - un gioco senza pubblicità.,"Sua recompensa pela participação na tabela de classificação mensal é o recurso ""Sem anúncios ""! Aproveite o jogo sem anúncios.","Deine Belohnung für Deine Teilnahme an der monatlichen Bestenliste ist das Feature ""Keine Werbung""! Genießen Sie das Spiel ohne Werbung.","¡Tu recompensa por participar en la tabla de clasificación mensual es la opción ""Sin anuncios""! Disfruta del juego sin anuncios.'","Ganjaran anda untuk penyertaan anda dalam carta pendahulu bulanan ialah ciri ""Tiada Iklan""! Nikmati permainan tanpa iklan.'","월별 순위표에 참여한 보상은 ""광고 없음"" 기능입니다! 광고 없이 게임을 즐기세요.'",今月のランキングに参加していただいた報酬は、「広告非表示」機能です！広告なしでゲームをお楽しみください。,"您参与每月排行榜的奖励是“无广告”功能！享受""无广告""的游戏。‘","Tvoja nagrada za učestvovanje u mesečnoj lestvici je dodatak ""Bez reklama"". Uživaj u igri bez reklama. ","Tvoja nagrada za učestvovanje u mesečnoj lestvici je dodatak ""Bez reklama"". Uživaj u igri bez reklama. ","Tvoja nagrada za učestvovanje u mesečnoj lestvici je dodatak ""Bez reklama"". Uživaj u igri bez reklama. ","Tvoja nagrada za učestvovanje u mesečnoj lestvici je dodatak ""Bez reklama"". Uživaj u igri bez reklama. ","Tvoja nagrada za učestvovanje u mesečnoj lestvici je dodatak ""Bez reklama"". Uživaj u igri bez reklama. ","Sua recompensa pela participação na tabela de classificação mensal é o recurso ""Sem anúncios ""! Aproveite o jogo sem anúncios.","'Наградата ти за участието в месечната класация е  ""Без Реклами"" Наслаждавай се на играта без реклами!'"
Awards.UnlockedLevels,"Your reward for your participation in the monthly leaderboard is ""Unlocked Levels"". Enjoy all the levels.'","'Наградата ти за участието в месечната класация е ""Отключени Нива"". Наслаждавай се на всичките нива!'","'Твой приз за участие в ежемесячном рейтинге это ""Разблокированные уровни"". Наслаждайся!'","Votre récompense pour votre participation au classement mensuel est ""Niveaux débloqués"". Profitez de tous les niveaux.",Con il tuo regalo mensile puoi aprire i nuovi livelli.,"Sua recompensa pela sua participação na tabela de classificação mensal é ""Níveis desbloqueados "". Aproveite todos os níveis.","Deine Belohnung für Deine Teilnahme an der monatlichen Bestenliste ist ""freigeschaltete Levels"". Genieße alle Levels.","Tu recompensa por participar en la tabla de clasificación mensual son ""Niveles desbloqueados"". Disfruta de todos los niveles.'","Ganjaran anda untuk penyertaan anda dalam carta pendahulu bulanan ialah ""Tahap Terbuka"". Nikmati semua tahap.'","월별 순위표에 참여한 보상은 ""레벨 잠금해제""입니다! 모든 레벨을 즐기세요.'",今月のランキングに参加していただいた報酬は、「レベルのロック解除」です。全てのレベルをお楽しみください。,您参与每月排行榜的奖励是“解锁关卡”。享受所有的关卡。’,"Tvoja nagrada za učestvovanje u mesečnoj lestvici su ""Otključani nivoi"". Uživaj u svim nivoima!","Tvoja nagrada za učestvovanje u mesečnoj lestvici su ""Otključani nivoi"". Uživaj u svim nivoima!","Tvoja nagrada za učestvovanje u mesečnoj lestvici su ""Otključani nivoi"". Uživaj u svim nivoima!","Tvoja nagrada za učestvovanje u mesečnoj lestvici su ""Otključani nivoi"". Uživaj u svim nivoima!","Tvoja nagrada za učestvovanje u mesečnoj lestvici su ""Otključani nivoi"". Uživaj u svim nivoima!","Sua recompensa pela sua participação na tabela de classificação mensal é ""Níveis desbloqueados "". Aproveite todos os níveis.","'Наградата ти за участието в месечната класация е ""Отключени Нива"". Наслаждавай се на всичките нива!'"
Awards.Coins,Your reward is {0} coins,Наградата ти е {0} жълтици,Товя награда {0} золотых монет!,Votre récompense est {0} pièces,Il tuo regalo è {0} moneti,Sua recompensa é {0} moedas,Deine Belohnung ist {0} Münzen,Tu recompensa es de {0} monedas,Ganjaran anda ialah {0} syiling,보상은 {0} 코인입니다,報酬はコイン{0}枚です,您的奖励是{0}枚金币,Tvoja nagrada je {0} novčića,Tvoja nagrada je {0} novčića,Tvoja nagrada je {0} novčića,Tvoja nagrada je {0} novčića,Tvoja nagrada je {0} novčića,Sua recompensa é {0} moedas,Наградата ти е {0} жълтици
Greeting.Farmtastic,Farmtastic!,Фермтастично!,"Ферматистично! ЯСКА, С ТАКИВА ИЗМИСЛЕНИ ДУМИ ТИХО ТИХО :D",Farmtastique!,Farmatastic!,Farmtastico!,Farmtastic!,¡Granjástico!,Farmtastik!,환상농장!,ファームタスティック！,农场棒!,Farmtastično!,Farmtastično!,Farmtastično!,Farmtastično!,Farmtastično!,Farmtastico!,Фермтастично!
Greeting.Fantastic,Fantastic!,Фантастично!,Фантастично!,Fantastique!,Fantatstico!,Fantastico!,Fantastisch!,¡Fantástico!,Fantastik!,환상적이에요!,ファンタスティック！,棒极了!,Fantastično!,Fantastično!,Fantastično!,Fantastično!,Fantastično!,Fantastico!,Фантастично!
Greeting.Good,Good!,Добре!,Хорошо!,Bien!,Bravo!,Bom!,Gut!,¡Perfecto!,Baik!,좋아요!,イイね！,很好!,Dobro!,Dobro!,Dobro!,Dobro!,Dobro!,Bom!,Добре!
Greeting.Great,Great!,Браво!,Молодец!,Génial!,Bravo!,Bravo!,Großartig!,¡Genial!,Hebat!,멋져요!,グレート！,好极了!,Sjajno!,Sjajno!,Sjajno!,Sjajno!,Sjajno!,Bravo!,Браво!
Greeting.Excellent,Excellent!,Отлично!,Отлично!,Excellent!,Ottimo!,Excelente!,Ausgezeichnet!,¡Excelente!,Cemerlang!,훌륭해요!,エクセレント！,太棒了!,Odlično!,Odlično!,Odlično!,Odlično!,Odlično!,Excelente!,Отлично!
Greeting.Nice,Nice!,Ок!,Ок!,Agréable!,Bravo!,OK!,Nett!,¡Bien!,Bagus!,좋아요!,ナイス！,好!,Lepo!,Lepo!,Lepo!,Lepo!,Lepo!,OK!,Ок!
Greeting.Super,Super!,Супер!,Супер!,Super!,Super!,Super!,Super!,¡Super!,Super!,최고에요!,すごい！,真棒！,Super!,Super!,Super!,Super!,Super!,Super!,Супер!
Greeting.Wonderful,Wonderful!,Прекрасно!,Прекрасно!,Formidable!,Meraviglioso!,Maravilhoso!,Wunderbar!,¡Maravilloso!,Menarik!,아주 멋져요!,ワンダフル！,太好了!,Divno!,Divno!,Divno!,Divno!,Divno!,Maravilhoso!,Прекрасно!
Greeting.Awesome,Awesome!,Чудесно!,Чудесно!,Impressionnant!,Bravo!,Ótimo!,Genial!,¡Increíble!,Mengkagumkan!,굉장해요!,最高！,太棒了!,Fenomenalno!,Fenomenalno!,Fenomenalno!,Fenomenalno!,Fenomenalno!,Ótimo!,Чудесно!
Text.Yes,Yes,Да,Да,Oui,Si,Sim,Ja,Sí,Ya,네,はい,是,Da,Da,Da,Da,Da,Sim,Да
Text.No,No,Не,Нет,Non,No,Não,Nein,No,Tidak,아니오,いいえ,否,Ne,Ne,Ne,Ne,Ne,Não,Не
Text.Menu,menu,меню,Меню,Menu,menu,Menu,Menü,menú,menu,메뉴,メニュー,菜单,Meni,Meni,Meni,Meni,Meni,Menu,меню
Text.Avatar,Avatar,Аватар,Аватар,Avatar,Avatar,Avatar,Avatar,Avatar,Avatar,아바타,アバター,头像,Avatar,Avatar,Avatar,Avatar,Avatar,Avatar,Аватар
Leaderboard.Rewards,Rewards,Награди,Награды,Récompenses,Ricompense,Recompensas,Belohnungen,Recompensas,Ganjaran,보상,報酬,奖励,Nagrade,Nagrade,Nagrade,Nagrade,Nagrade,Recompensas,Награди
Leaderboard.AllTime,All time,Всички времена,Все время,Tout le temps,Sempre,O tempo todo,Allzeit,Todos los tiempos,Setiap masa,모든 시간,通算,任何时候,Svo vreme,Svo vreme,Svo vreme,Svo vreme,Svo vreme,O tempo todo,Всички времена
Leaderboard.Monthly,Monthly,Месечни,Месячные,Mensuel,Mensile,Mensalmente,Monatlich,Mensual,Bulanan,월별,今月,每月,Mesečno,Mesečno,Mesečno,Mesečno,Mesečno,Mensalmente,Месечни
Leaderboard.Info,"The leaderboard shows the total number of points 
that users have collected throughout the month.
 Special rewards are waiting for
 
you at the end of each month:","Класацията показва тоталния брой точки, които играчите са събрали за месеца.
Специални награди те очакват в края на всеки месец:","Рейтинг показывает общее количество очков, которые игроки собрали в течение месяца. В конце каждого месяца тебя ждёт специальные награды.","Le classement indique le nombre total de points
Que les utilisateurs ont recueillis tout au long du mois.
Des récompenses spéciales attendent
 
Vous à la fin de chaque mois:",La classifica fa vedere i punteggi che hanno tutti gioccatori. Al fine del mese ti aspettano regali speciali.,"A tabela de classificação mostra o número total de pontos
que os usuários coletaram ao longo do mês.
Prêmios especiais esperam por você no final de cada mês:","Die Bestenliste zeigt die Gesamtzahl der Punkte,
die Benutzer den ganzen Monat über gesammelt haben.
 Es erwarten Dich am Ende jeden Monats
 
spezielle Belohnungen: ","La tabla de clasificación muestra el número total de puntos
que los usuarios han conseguido a lo largo del mes.
 Hay recompensas especiales esperándote
 
al final de cada mes:","Carta pendahulu menunjukkan jumlah bilangan mata
yang pengguna telah kumpulkan sepanjang bulan.
  Ganjaran istimewa sedang menunggu
 bagi
 
anda pada akhir setiap bulan: ","한달동안 사용자가 모은 총 포인트를
 순위표에서 보여줍니다.
특별 보상이 매월 말일에
 
당신을 위해 기다리고 있습니다:","ランキングは、その月の通算ポイントを示しています。
各月の終わりには
特別な報酬が待っています。","排行榜显示的是用户
在整个月中所收集的总分。
特别奖励在每月月底

等待着你：",Lestvica pokazuje ukupan broj poena koji su korisnici sakupili tokom meseca. Specijalne nagrade te čekaju na kraju meseca:,Lestvica pokazuje ukupan broj poena koji su korisnici sakupili tokom meseca. Specijalne nagrade te čekaju na kraju meseca:,Lestvica pokazuje ukupan broj poena koji su korisnici sakupili tokom meseca. Specijalne nagrade te čekaju na kraju meseca:,Lestvica pokazuje ukupan broj poena koji su korisnici sakupili tokom meseca. Specijalne nagrade te čekaju na kraju meseca:,Lestvica pokazuje ukupan broj poena koji su korisnici sakupili tokom meseca. Specijalne nagrade te čekaju na kraju meseca:,"A tabela de classificação mostra o número total de pontos
que os usuários coletaram ao longo do mês.
Prêmios especiais esperam por você no final de cada mês:","Класацията показва тоталния брой точки, които играчите са събрали за месеца.
Специални награди те очакват в края на всеки месец:"
Leaderboard.stplace,st place:,во място,Первое место,ère place,il primo posto ,1º lugar,Platz:,er puesto:,tempat:,등:,位：,第    名：,1. mesto:,1. mesto:,1. mesto:,1. mesto:,1. mesto:,1º lugar,во място
Leaderboard.ndplace,nd place:,ро място,Второе место,e place,il secondo posto,2º lugar,Platz:,º puesto:,tempat:,등:,位：,第    名：,2. mesto:,2. mesto:,2. mesto:,2. mesto:,2. mesto:,2º lugar,ро място
Leaderboard.rdplace,rd place:,то място,Третье место,ème place,il terzo posto,3º lugar,Platz:,er puesto:,tempat:,등:,位：,第    名：,3. mesto,3. mesto,3. mesto,3. mesto,3. mesto,3º lugar,то място
Leaderboard.thplace,th place:,то място,Четвертое место,e place,il quartto posto,4º lugar,Platz:,º puesto:,tempat:,등:,位：,第    名：,4. mesto,4. mesto,4. mesto,4. mesto,4. mesto,4º lugar,то място
Leaderboard.5thplace,th place:,то място,Пятое место,e place,il quinto posto,5º lugar,Platz:,º puesto:,tempat:,등:,位：,第    名：,5. mesto,5. mesto,5. mesto,5. mesto,5. mesto,5º lugar,то място
Leaderboard.NoAdsFeature,No Ads <size=50>Feature</size>,Без Реклами <size=50>Feature</size>,Без реклам,Aucune annonce <size=50>Feature</size>,senza pubblicittà, Sem anúncios <size=50>Feature</size>,Keine Anzeigen <size=50>Feature</size>,<size=50>Opción</size> sin anuncios,Tiada Iklan <size=50>Ciri</size>,광고 없음 <size=50>기능</size>,広告非表示<size=50>機能</size>,无广告<size=50>模式</size>,Bez reklama <size=50>Dodatak</size>,Bez reklama <size=50>Dodatak</size>,Bez reklama <size=50>Dodatak</size>,Bez reklama <size=50>Dodatak</size>,Bez reklama <size=50>Dodatak</size>, Sem anúncios <size=50>Feature</size>,Без Реклами <size=50>Feature</size>
Text.Coins,{0} Coins,{0} жълтици,{0} золотые монеты,{0} pièces,{0} moneti,{0} Moedas,{0} Münzen,{0} monedas,{0} syiling,{0} 코인,コイン{0}枚,{0}枚金币,{0} Novčića,{0} Novčića,{0} Novčića,{0} Novčića,{0} Novčića,{0} Moedas,{0} жълтици
HowToPlay.Step1,"Connect the letters by
dragging and form a word","Свържи буквите, за да се получи дума","Свяжи буквы, чтобы получить слово","Connectez les lettres par
Traînant et forme un mot",Conetti le lettere per rilevare una parola.,"Conecte as letras 
 para formar uma palavra","Verbinde die Buchstaben, indem Du sie
ziehst und ein Wort bildest","Conecta las letras
arrastrándolas y forma una palabra","Sambungkan huruf dengan
menyeret dan membentuk perkataan ","드래그해서 글자를 연결해
단어를 만드세요","文字をつないで
単語を作ろう","通过拖动来连接字母
并形成一个单词",Spoji slova tako što ćeš ih vući i kreiraj reč,Spoji slova tako što ćeš ih vući i kreiraj reč,Spoji slova tako što ćeš ih vući i kreiraj reč,Spoji slova tako što ćeš ih vući i kreiraj reč,Spoji slova tako što ćeš ih vući i kreiraj reč,"Conecte as letras 
 para formar uma palavra","Свържи буквите, за да се получи дума"
HowToPlay.Step2,Fill the boxes with the words,Напълни всички полета с думи,Заполни все поля со словами,Remplissez les cases avec les mots,Compila tutti i posti con le parole,Preencha todos os campos com as palavras,Fülle die Boxen mit den Worten,Rellena los recuadros con las palabras,Isikan kotak dengan perkataan,단어로 상자를 채우세요,言葉を箱に入れよう,用字来填满格子,Popuni polja rečima,Popuni polja rečima,Popuni polja rečima,Popuni polja rečima,Popuni polja rečima,Preencha todos os campos com as palavras,Напълни всички полета с думи
HowToPlay.Step3,Use a hint for a letter if you are stuck!,"Използвай жокер, ако се затрудниш","Используй джокер, если затрудняешся",Utilisez un conseil pour une lettre si vous êtes bloqué!,Caiedi aiuto se sei in difficolta.,Use um joker se tiver dificuldades ,"Benutze einen Hinweis für einen Buchstaben, wenn Du nicht weiterkommst!",¡Usa una pista para conseguir una letra si estás atascado!,Gunakan petunjuk bagi huruf jika anda terperangkap!,잘 모를 경우 글자를 위한 힌트를 사용하세요!,わからない時はヒントを使おう！,如果你遇到困难，那就使用暗示以获取一个字母,Koristi nagoveštaj ako zapneš!,Koristi nagoveštaj ako zapneš!,Koristi nagoveštaj ako zapneš!,Koristi nagoveštaj ako zapneš!,Koristi nagoveštaj ako zapneš!,Use um joker se tiver dificuldades ,"Използвай жокер, ако се затрудниш"
Rematch.Title,Rematch,Играй отново,Играй снова,Revanche,Giocca di nuovo,Revanche,Rematch,Revancha,Lawan Semula,재시합,再挑戦,对决,Ponovi igru,Ponovi igru,Ponovi igru,Ponovi igru,Ponovi igru,Revanche,Играй отново
Rematch.WaitingFor,Waiting for,Изчакване за,Подожди,Attendre,Aspettando...,Esperando para,Warten auf,Esperando que,Menunggu,기다리는 중,を待っています,等待,Čekam,Čekam,Čekam,Čekam,Čekam,Esperando para,Изчакване за
Rematch.ToAccept,to accept Rematch,да приема реванша,Принять переигровку,Accepter Revanche,Accceta aiuto,para aceitar a revanche,um Rematch zu akzeptieren,acepte la Revancha,terima Lawan Semula,재시합 수락,再挑戦を受け入れる,接受对决,Prihvatanje Ponovljene igre,Prihvatanje Ponovljene igre,Prihvatanje Ponovljene igre,Prihvatanje Ponovljene igre,Prihvatanje Ponovljene igre,para aceitar a revanche,да приема реванша
Rematch.HasInvited,"has invited you for a remach",те покани за реванш,Пригласил тебя на переигровку,"Vous a invité
Pour une remachation",Invita per aiuto,"convidou você
para uma revanche","
hat dich auf ein Rematch
eingeladen
","te ha invitado
a una revancha","
telah menjemput anda
untuk lawan semula
","
재시합을 위해
당신을 초대했습니다
",から再挑戦に招待されました。,"
邀请你对决


",te poziva na ponovljenu igru,te poziva na ponovljenu igru,te poziva na ponovljenu igru,te poziva na ponovljenu igru,te poziva na ponovljenu igru,"convidou você
para uma revanche",те покани за реванш
Rematch.Accept,Accept,Приеми,Прими,Acceptez,Accetta,Aceitar,Akzeptieren,Aceptar,Terima,수락,承諾,接受,Prihvati,Prihvati,Prihvati,Prihvati,Prihvati,Aceitar,Приеми
Rematch.Decline,Decline,Откажи,Отказать,Déclin,Rifiuta,Negar,Ablehnen,Rechazar,Tolak,거절,却下,拒绝,Odbij,Odbij,Odbij,Odbij,Odbij,Negar,Откажи
Profile.Title,Profile,Профил,Профиль,Profil,Profil,Perfil,Profil,Perfil,Profil,프로필,プロフィール,简介,Profil,Profil,Profil,Profil,Profil,Perfil,Профил
Profile.Change,Change,Промени,Поменять,Changement,Cambia,Mudar,Ändern,Cambiar,Ubah,변경,変更,更换,Promeni,Promeni,Promeni,Promeni,Promeni,Mudar,Промени
Profile.Connect,Connect,Свържи,Связатся,Relier,Connetti,Conectar,Verbinden,Conectar,Sambung,연결,接続,连接,Poveži,Poveži,Poveži,Poveži,Poveži,Conectar,Свържи
Profile.Stats,Stats,Точки,Очки,Stats,Punteggi,Status,Statistiken,Estadísticas,Statistik,통계,統計,统计,Statistika,Statistika,Statistika,Statistika,Statistika,Status,Точки
Profile.Wins,Wins,Победи,Победы,Victoires,Vinci,Vitórias,Gewonnen,Victorias,Menang,우승,勝利数,赢,Pobede,Pobede,Pobede,Pobede,Pobede,Vitórias,Победи
Profile.Loses,Loses,Загуби,Проигрыши,Perde,Perdi,Perdas,Verloren,Derrotadas,Kalah,패배,敗北数,输,Porazi,Porazi,Porazi,Porazi,Porazi,Perdas,Загуби
Profile.LeaderboardRating,Leaderboard Rating,Рейтинг в класацията,Рейтинг в таблице,Note de classement,Raiting,Classificação nos rankings,Bestenlisten-Bewertung,Valoración de la tabla de clasificación,Nilai Carta Pendahulu,순위표 등급,ランキングの評価,排行榜排名,Plasman na lestvici,Plasman na lestvici,Plasman na lestvici,Plasman na lestvici,Plasman na lestvici,Classificação nos rankings,Рейтинг в класацията
Novice Farmer,Novice Farmer,Фермер Новак,Начинающий фермер,Agriculteur novice,Nuovo farmer,Fazendeiro novо,Anfänger-Farmer,Granjero novato,Peladang Baru,초보 농장인,農業初心者,初学农夫,Farmer Početnik,Farmer Početnik,Farmer Početnik,Farmer Početnik,Farmer Početnik,Fazendeiro novо,Фермер Новак
Farmer Laborer,Farmer Laborer,Фермер Работник,Фермер работник,Agriculteur agricole,Farmer lavoratore,Trabalhador de Lavoura,Farmarbeiter,Trabajador de granja,Peladang Pekerja,농장인 노동자,農業労働者,农民劳工,Farmer Radnik,Farmer Radnik,Farmer Radnik,Farmer Radnik,Farmer Radnik,Trabalhador de Lavoura,Фермер Работник
Egg Farmer,Egg Farmer,Фермер Яйце,Фермер Яйцо,Oeuf Agriculteur,Farmer uovo,Fazendeiro de ovos,Ei-Farmer,Granjero de huevos,Peladang Telur,양계업자,鶏卵農家,蛋农,Farmer Jaja,Farmer Jaja,Farmer Jaja,Farmer Jaja,Farmer Jaja,Fazendeiro de ovos,Фермер Яйце
Herb Farmer,Herb Farmer,Фермер Билки,Фермер Травы,Herbe Agriculteur,Farmer piante,Cultivador de ervas,Kräuterfarmer,Granjero de hierbas,Peladang Herba,허브농장인,ハーブ農家,药农,Farmer Bilja,Farmer Bilja,Farmer Bilja,Farmer Bilja,Farmer Bilja,Cultivador de ervas,Фермер Билки
Plant Farmer,Plant Farmer,Фермер Растение,Фермер Растение,Plante Agriculteur,Farmer piante,Cultivador de plantas,Pflanzenfarmer,Granjero de plantas,Peladang Pokok,식물농장인,植物農家,植物养场,Farmer Biljaka,Farmer Biljaka,Farmer Biljaka,Farmer Biljaka,Farmer Biljaka,Cultivador de plantas,Фермер Растение
Chicken Farmer,Chicken Farmer,Фермер Пиле,Фермер Курица,Éleveur de volailles,Farmer polli,Criador de galinhas,Hühnerfarmer,Granjero de pollos,Peladang Ayam,닭 농장인,鶏肉農家,鸡农,Farmer Kokoši,Farmer Kokoši,Farmer Kokoši,Farmer Kokoši,Farmer Kokoši,Criador de galinhas,Фермер Пиле
Horse Farmer,Horse Farmer,Фермер Кон,Фермер Лошадь,Cheval Agriculteur,Farmer cavalli,Criador de cavalos,Pferdefarmer,Granjero de caballos,Peladang Kuda,말 농장인,馬肉農家,马农,Farmer Konja,Farmer Konja,Farmer Konja,Farmer Konja,Farmer Konja,Criador de cavalos,Фермер Кон
Cow Farmer,Cow Farmer,Фермер Крава,Фермер Корова,Vache Agriculteur,Farmer mucce,Criador de vacas,Rinderfarmer,Granjero de vacas,Peladang Lembu,소 농장인,牛肉農家,牛农,Farmer Krava,Farmer Krava,Farmer Krava,Farmer Krava,Farmer Krava,Criador de vacas,Фермер Крава
Buffalo Farmer,Buffalo Farmer,Фермер Бизон,Фермер Бизон,Buffle Agriculteur,Farmer buffali,Criador de búfalos,Büffelfarmer,Granjero de búfalos,Peladang Kerbau,물소 농장인,バッファロー肉農家,水牛农民,Farmer bizona,Farmer bizona,Farmer bizona,Farmer bizona,Farmer bizona,Criador de búfalos,Фермер Бизон
Advanced Farmer,Advanced Farmer,Напреднал Фермер,Фермер Профессионал,Avancée Agriculteur,Farmer avanzzato,Agricultor avançado,Fortgeschrittener Farmer,Granjero avanzado,Peladang Maju,고급 농장인,上級農家,先进农民,Napredni Farmer,Napredni Farmer,Napredni Farmer,Napredni Farmer,Napredni Farmer,Agricultor avançado,Напреднал Фермер
All-year Farmer,All-year Farmer,Целогодишен Фермер,Круглогодичный Фермер,Toute l'anné Agriculteur,Farmer annuale,Fazendeiro de um ano inteiro,Ganzjahres-Farmer,Granjero todo el año,Peladang Sepanjang Tahun,연중 농장인,年中農家,全年农民,Farmer Cele Godine,Farmer Cele Godine,Farmer Cele Godine,Farmer Cele Godine,Farmer Cele Godine,Fazendeiro de um ano inteiro,Целогодишен Фермер
Farmer Chief,Farmer Chief,Фермер Шеф,Фермер Шеф,Chef Agriculteur,Farmer boss,Agricultor Chefe,Farmer-Chef,Granjero jefe,Ketua Peladang,최고농장인,農業のリーダー,农民总管,Šef Farmer,Šef Farmer,Šef Farmer,Šef Farmer,Šef Farmer,Agricultor Chefe,Фермер Шеф
Farmer Master,Farmer Master,Фермер Майстор,Фермер Мастер,Maître des Agriculteurs,Farmer artigiano,"Agricultor Mestre
",Farmer-Meister,Maestro granjero,Pakar Peladang,마스터 농장인,農業の達人,农民主人,Majstor Farmer,Majstor Farmer,Majstor Farmer,Majstor Farmer,Majstor Farmer,"Agricultor Mestre
",Фермер Майстор
Apple,Apple,Ябълка,Яблоко,Pomme,Mela,Maçã,Apfel,Manzana,Epal,사과,りんご,苹果,Jabuka,Jabuka,Jabuka,Jabuka,Jabuka,Maçã,Ябълка
Orange,Orange,Портокал,Апельсин,Orange,Arancia,Laranja,Orange,Naranja,Oren,오렌지,オンンジ,橙,Narandža,Narandža,Narandža,Narandža,Narandža,Laranja,Портокал
Rice,Rice,Ориз,Рис,Riz,Riso,Arroz,Reis,Arroz,Nasi,쌀,米,饭,Riža,Riža,Riža,Riža,Riža,Arroz,Ориз
Corn,Corn,Царевица,Кукуруза,Blé,Mais,Milho,Mais,Maíz,Jagung,옥수수,コーン,玉蜀术,Kukuruz,Kukuruz,Kukuruz,Kukuruz,Kukuruz,Milho,Царевица
Beans,Beans,Боб,Фасоль,Des haricots,Fagioli,Feijão,Bohnen,Habas,Kacang,콩,豆,豆,Pasulj,Pasulj,Pasulj,Pasulj,Pasulj,Feijão,Боб
Broccoli,Broccoli,Броколи,Брокколи ,Brocoli,Broccoli,Brócolos,Brokkoli,Brócoli,Brokoli,브로콜리,ブロッコリー,花野菜,Brokoli,Brokoli,Brokoli,Brokoli,Brokoli,Brócolos,Броколи
Sunflower,Sunflower,Слънчоглед,"
Подсолнух",Tournesol,Girasole,Girassol,Sonnenblume,Girasol,Bunga matahari,해바라기,ひまわり,太阳花,Suncokret,Suncokret,Suncokret,Suncokret,Suncokret,Girassol,Слънчоглед
Garlic,Garlic,Чесън,Чеснок,Ail,Aglio,Alho,Knoblauch,Ajo,Bawang putih,마늘,ガーリック,蒜,Beli luk,Beli luk,Beli luk,Beli luk,Beli luk,Alho,Чесън
Pears,Pears,Круша,Груша,Poire,Pera,Pêra,Birnen,Pera,Pear,배,洋梨,梨子,Kruške,Kruške,Kruške,Kruške,Kruške,Pêra,Круша
Spinach,Spinach,Спанак,Шпинат,Épinard,Spinaci,Espinafre,Spinat,Espinaca,Bayam,시금치,ほうれん草,苋菜,Spanać,Spanać,Spanać,Spanać,Spanać,Espinafre,Спанак
Grape,Grape,Грозде,Виноград,Grain de raisin,Uva,Uva,Traube,Uva,Anggur,포도,ぶどう,葡萄,Grožđe,Grožđe,Grožđe,Grožđe,Grožđe,Uva,Грозде
Potato,Potato,Картоф,Картошка,Pomme de terre,Patate,Batata,Kartoffel,Patata,Kentang,감자,じゃがいも,马铃薯,Krompir,Krompir,Krompir,Krompir,Krompir,Batata,Картоф
Basil,Basil,Босилек,Бэзил,Basilic,Basilico,Manjericão,Basilikum,Albahaca,Selasih,바질,バジル,九层塔,Bosiljak,Bosiljak,Bosiljak,Bosiljak,Bosiljak,Manjericão,Босилек
Turnip,Turnip,Ряпа,Репа,Navet,Rapa,Nabo,Steckrübe,Nabo,Turnip,순무,カブ,芜菁,Repa,Repa,Repa,Repa,Repa,Nabo,Ряпа
Thyme,Thyme,Мащерка,Тимьян,Thym,Timo,Tomilho,Thymian,Tomillo,Thyme,타임,タイム,麝香草,Majčina dušica,Majčina dušica,Majčina dušica,Majčina dušica,Majčina dušica,Tomilho,Мащерка
Dill,Dill,Копър,Укроп,Aneth,Finocchio,Endro,Dill,Eneldo,Jintan,딜,ディル,茴香,Mirođija,Mirođija,Mirođija,Mirođija,Mirođija,Endro,Копър
Coriander,Coriander,Кориандър,Кориандр,Coriandre,Coriandolo,Coentro,Koriander,Cilantro,Ketumbar,고수,コリアンダー,香菜,Korijander,Korijander,Korijander,Korijander,Korijander,Coentro,Кориандър
Lemon,Lemon,Лимон,Лимон,Citron,Lemone,Limão,Zitrone,Limón,Lemon,레몬,レモン,柠檬,Limun,Limun,Limun,Limun,Limun,Limão,Лимон
Tomatoes,Tomatoes,Домат,Помидор,Tomates,Pomodoro,Tomate,Tomaten,Tomate,Tomato,토마토,トマト,番茄,Paradajz,Paradajz,Paradajz,Paradajz,Paradajz,Tomate,Домат
Mint,Mint,Мента,Мята,Menthe,Menta,Menta,Minze,Menta,Pudina,민트,ミント,薄荷叶,Nana,Nana,Nana,Nana,Nana,Menta,Мента
Oregano,Oregano,Риган,Душица,Origan,Origano,Orégano,Oregano,Orégano,Oregano,오레가노,オレガノ,奧勒岡草,Origano,Origano,Origano,Origano,Origano,Orégano,Риган
Cucumber,Cucumber,Краставица,Огурец,Concombre,Cetriolo,Pepino,Gurke,Pepino,Timun,오이,きゅうり,黄瓜,Krastavac,Krastavac,Krastavac,Krastavac,Krastavac,Pepino,Краставица
Onion,Onion,Лук,Лук,Oignon,Cipolla,Cebola,Zwiebel,Cebolla,Bawang,양파,玉ねぎ,葱,Luk,Luk,Luk,Luk,Luk,Cebola,Лук
Eggplant,Eggplant,Патладжан,Баклажан,Aubergine,Melanzana,Beringela,Aubergine,Berenjena,Terung,가지,ナス,茄子,Patlidžan,Patlidžan,Patlidžan,Patlidžan,Patlidžan,Beringela,Патладжан
Almond,Almond,Бадем,Миндаль,Amande,Mandorla,Amêndoa,Mandel,Almendra,Almond,아몬드,アーモンド,杏仁,Badem,Badem,Badem,Badem,Badem,Amêndoa,Бадем
